,13
1087,"[(0, 2), (0, 6), (0, 10), (1, 3), (1, 10), (2, 7), (2, 9), (3, 5), (3, 9), (3, 11), (3, 12), (4, 8), (4, 12), (5, 6), (5, 8), (5, 11), (7, 11), (7, 12), (8, 9), (8, 10), (8, 11), (10, 11)]"
1088,"[(0, 1), (0, 6), (1, 2), (1, 7), (1, 8), (1, 9), (2, 4), (2, 8), (2, 10), (3, 6), (3, 8), (4, 11), (4, 12), (5, 6), (5, 10), (5, 12), (6, 12), (7, 8), (7, 10), (7, 12), (8, 11)]"
1089,"[(0, 1), (0, 6), (1, 2), (1, 8), (1, 11), (1, 12), (2, 4), (2, 5), (2, 9), (3, 4), (3, 12), (4, 7), (4, 10), (6, 7), (6, 9), (6, 10), (10, 12)]"
1090,"[(0, 4), (0, 7), (0, 8), (0, 9), (0, 12), (1, 6), (1, 8), (1, 10), (1, 12), (2, 3), (2, 7), (2, 8), (3, 12), (4, 5), (4, 11), (4, 12), (5, 6), (5, 7), (6, 11), (7, 10), (7, 12), (8, 9), (9, 10)]"
1091,"[(0, 2), (0, 6), (0, 11), (0, 12), (1, 2), (1, 10), (2, 6), (2, 7), (3, 6), (3, 9), (4, 8), (4, 9), (4, 10), (4, 11), (5, 7), (5, 8), (5, 12), (6, 10), (6, 11), (7, 11), (9, 12), (10, 11)]"
1092,"[(0, 6), (0, 8), (0, 9), (1, 5), (1, 7), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (3, 10), (4, 7), (4, 9), (4, 11), (5, 8), (5, 9), (7, 11), (8, 11), (9, 12), (10, 12)]"
1093,"[(0, 7), (0, 11), (1, 6), (1, 11), (2, 4), (2, 9), (2, 11), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (4, 12), (5, 7), (5, 8), (8, 11), (9, 12)]"
1094,"[(0, 2), (0, 3), (0, 10), (1, 3), (1, 9), (1, 10), (2, 4), (2, 11), (3, 8), (3, 9), (3, 11), (3, 12), (4, 9), (4, 11), (5, 7), (5, 10), (5, 12), (6, 8), (6, 10), (7, 11), (10, 12)]"
1095,"[(0, 4), (0, 7), (0, 12), (1, 3), (1, 5), (1, 10), (1, 12), (2, 3), (2, 4), (2, 9), (2, 12), (3, 11), (4, 5), (4, 6), (5, 8), (6, 7), (6, 11), (7, 8), (7, 9), (10, 11)]"
1096,"[(0, 3), (0, 8), (0, 11), (1, 5), (1, 7), (1, 10), (1, 11), (2, 3), (2, 10), (2, 12), (3, 5), (4, 6), (5, 7), (5, 8), (6, 10), (7, 8), (7, 9), (8, 10), (9, 11), (9, 12)]"
1097,"[(0, 3), (0, 4), (0, 8), (0, 12), (1, 5), (1, 7), (1, 8), (1, 9), (2, 3), (2, 7), (3, 9), (3, 10), (4, 6), (4, 8), (4, 9), (5, 10), (5, 11), (6, 7), (6, 9), (7, 12), (8, 10), (9, 10), (10, 11), (11, 12)]"
1098,"[(0, 5), (0, 9), (1, 5), (1, 7), (1, 11), (2, 3), (2, 4), (2, 8), (3, 5), (3, 7), (3, 9), (3, 10), (3, 12), (4, 6), (4, 7), (4, 11), (6, 7), (6, 8), (6, 9), (7, 10), (7, 11), (8, 10), (9, 11)]"
1099,"[(0, 5), (0, 7), (0, 8), (0, 12), (1, 3), (1, 9), (1, 11), (1, 12), (2, 4), (2, 9), (3, 5), (3, 6), (3, 10), (4, 7), (4, 8), (4, 12), (5, 9), (6, 7), (6, 10), (7, 9), (8, 11), (9, 10), (10, 12)]"
1100,"[(0, 1), (0, 2), (0, 3), (1, 4), (1, 8), (1, 11), (1, 12), (2, 4), (2, 7), (2, 9), (3, 10), (3, 12), (4, 12), (5, 9), (5, 10), (6, 7), (6, 8), (9, 11)]"
1101,"[(0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 6), (1, 10), (2, 4), (2, 5), (2, 8), (2, 10), (3, 12), (4, 5), (4, 9), (4, 12), (5, 6), (5, 7), (5, 11), (6, 9), (6, 10), (7, 8), (7, 11), (7, 12), (9, 12), (10, 11)]"
1102,"[(0, 5), (0, 9), (0, 12), (1, 4), (1, 7), (1, 8), (2, 3), (2, 8), (2, 10), (2, 12), (3, 11), (3, 12), (4, 5), (4, 11), (5, 10), (5, 11), (6, 9), (6, 11), (7, 8), (7, 12), (8, 9), (10, 11)]"
1103,"[(0, 1), (0, 2), (0, 5), (0, 7), (0, 10), (1, 6), (1, 7), (2, 7), (2, 11), (3, 5), (3, 8), (3, 9), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (5, 10), (6, 10), (7, 9), (9, 10), (10, 11), (11, 12)]"
1104,"[(0, 7), (0, 11), (1, 2), (1, 5), (1, 8), (1, 10), (2, 4), (2, 6), (2, 7), (2, 9), (3, 5), (3, 8), (3, 12), (4, 11), (4, 12), (5, 11), (6, 8), (6, 9), (8, 12), (9, 11)]"
1105,"[(0, 2), (0, 8), (0, 12), (1, 6), (1, 9), (1, 12), (2, 3), (2, 4), (2, 7), (3, 4), (3, 12), (4, 9), (4, 10), (5, 6), (5, 7), (5, 8), (5, 10), (6, 7), (7, 9), (8, 9), (8, 12), (9, 10), (10, 11), (11, 12)]"
1106,"[(0, 1), (0, 5), (1, 3), (1, 7), (2, 4), (2, 5), (2, 6), (2, 8), (3, 6), (3, 9), (3, 10), (3, 12), (4, 7), (4, 10), (5, 9), (6, 11), (7, 8), (7, 10), (8, 12)]"
1107,"[(0, 3), (0, 5), (0, 7), (0, 12), (1, 6), (1, 8), (1, 12), (2, 3), (2, 6), (2, 10), (2, 11), (3, 9), (3, 10), (4, 6), (4, 9), (4, 11), (5, 10), (6, 11), (7, 9), (8, 10), (11, 12)]"
1108,"[(0, 1), (0, 2), (1, 4), (1, 9), (2, 8), (2, 12), (3, 5), (3, 8), (3, 10), (4, 6), (5, 7), (5, 11), (6, 7), (6, 10), (6, 12), (7, 8), (7, 11), (9, 11), (10, 11), (11, 12)]"
1109,"[(0, 8), (0, 9), (0, 11), (1, 4), (2, 3), (2, 10), (3, 5), (4, 10), (4, 12), (5, 6), (6, 9), (6, 11), (7, 8), (7, 10), (9, 12), (10, 11)]"
1110,"[(0, 1), (0, 6), (0, 10), (1, 4), (1, 8), (1, 9), (2, 3), (2, 6), (2, 11), (3, 5), (3, 10), (3, 12), (4, 6), (4, 9), (4, 11), (4, 12), (5, 7), (5, 8), (6, 10), (7, 9), (7, 11), (8, 9), (11, 12)]"
1111,"[(0, 1), (0, 3), (0, 4), (1, 6), (1, 7), (1, 9), (2, 3), (2, 11), (3, 9), (5, 7), (6, 9), (6, 11), (7, 12), (8, 9), (8, 10), (8, 11), (10, 12)]"
1112,"[(0, 1), (0, 9), (0, 11), (1, 3), (1, 7), (2, 8), (2, 9), (2, 12), (3, 4), (3, 11), (3, 12), (4, 8), (4, 10), (4, 12), (5, 7), (5, 8), (6, 8), (6, 11), (7, 10), (9, 10), (9, 12), (10, 11)]"
1113,"[(0, 8), (0, 9), (1, 4), (1, 5), (1, 8), (2, 3), (2, 4), (2, 10), (2, 11), (3, 5), (3, 10), (4, 5), (4, 9), (5, 6), (6, 7), (6, 10), (6, 12), (7, 8), (7, 12), (9, 11), (10, 12), (11, 12)]"
1114,"[(0, 1), (0, 10), (0, 11), (1, 4), (1, 7), (1, 8), (1, 11), (2, 3), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 11), (4, 11), (4, 12), (5, 9), (5, 10), (5, 12), (6, 8), (6, 11), (7, 9), (9, 12)]"
1115,"[(0, 1), (0, 5), (0, 9), (0, 11), (0, 12), (1, 6), (1, 7), (2, 6), (2, 7), (2, 11), (3, 6), (3, 7), (3, 9), (4, 5), (4, 8), (4, 12), (5, 7), (6, 10), (7, 9), (8, 11), (8, 12), (9, 10), (10, 11), (10, 12)]"
1116,"[(0, 2), (0, 3), (0, 9), (1, 9), (1, 10), (2, 10), (3, 4), (3, 5), (4, 6), (4, 12), (5, 7), (5, 10), (6, 9), (7, 11), (7, 12), (8, 9), (8, 11), (8, 12)]"
1117,"[(0, 8), (0, 10), (0, 12), (1, 10), (1, 11), (2, 6), (2, 11), (2, 12), (3, 12), (4, 7), (4, 9), (5, 6), (5, 7), (5, 12), (6, 8), (7, 10), (7, 11), (8, 10), (9, 12), (11, 12)]"
1118,"[(0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 6), (2, 10), (3, 4), (3, 7), (3, 9), (4, 5), (4, 12), (5, 8), (5, 9), (5, 11), (6, 10), (6, 12), (7, 8), (7, 11), (11, 12)]"
1119,"[(0, 1), (0, 2), (0, 10), (1, 6), (1, 7), (1, 8), (2, 9), (2, 12), (3, 6), (3, 7), (3, 11), (4, 5), (4, 6), (4, 11), (5, 6), (5, 7), (5, 10), (5, 12), (6, 8), (6, 12), (7, 10), (8, 9), (8, 11)]"
1120,"[(0, 2), (0, 9), (0, 11), (0, 12), (1, 5), (1, 6), (1, 10), (2, 7), (2, 9), (2, 10), (3, 4), (3, 12), (4, 8), (4, 11), (5, 8), (5, 12), (6, 7), (6, 9), (6, 11), (6, 12), (7, 11), (7, 12), (8, 11)]"
1121,"[(0, 2), (0, 5), (0, 9), (0, 11), (0, 12), (1, 2), (1, 4), (1, 8), (1, 11), (2, 5), (2, 8), (3, 10), (3, 11), (3, 12), (4, 6), (4, 7), (4, 9), (5, 7), (5, 12), (6, 8), (9, 10), (10, 11)]"
1122,"[(0, 4), (0, 8), (0, 9), (0, 12), (1, 5), (1, 6), (1, 8), (1, 9), (2, 3), (2, 6), (2, 9), (3, 4), (3, 11), (3, 12), (4, 5), (4, 7), (5, 7), (6, 11), (7, 10), (8, 10), (8, 11), (8, 12), (9, 10)]"
1123,"[(0, 4), (0, 6), (0, 7), (1, 4), (1, 8), (1, 10), (1, 11), (2, 3), (2, 12), (3, 6), (3, 8), (4, 7), (4, 12), (5, 6), (5, 8), (5, 9), (5, 12), (6, 10), (7, 9), (8, 12), (9, 11), (10, 11)]"
1124,"[(0, 6), (0, 11), (1, 8), (1, 11), (2, 4), (2, 8), (2, 9), (2, 10), (2, 12), (3, 5), (3, 7), (3, 12), (4, 7), (5, 7), (5, 8), (5, 10), (5, 11), (6, 10), (6, 12), (10, 12)]"
1125,"[(0, 1), (0, 4), (0, 6), (0, 9), (1, 4), (1, 9), (1, 10), (2, 3), (2, 5), (2, 8), (2, 9), (3, 10), (3, 11), (4, 12), (5, 7), (6, 11), (6, 12), (7, 11), (7, 12), (8, 9), (8, 11), (8, 12), (9, 10)]"
1126,"[(0, 11), (1, 2), (1, 10), (1, 12), (2, 4), (3, 4), (3, 11), (4, 8), (5, 6), (5, 7), (6, 9), (7, 8), (7, 10), (7, 11), (8, 10), (9, 11), (10, 12), (11, 12)]"
1127,"[(0, 2), (0, 5), (1, 5), (1, 8), (2, 3), (2, 6), (2, 7), (2, 11), (3, 4), (3, 6), (3, 7), (3, 11), (4, 6), (4, 8), (4, 10), (5, 7), (5, 9), (6, 7), (6, 8), (7, 9), (9, 10), (10, 12), (11, 12)]"
1128,"[(0, 4), (0, 5), (0, 7), (1, 3), (1, 8), (1, 11), (2, 6), (2, 12), (3, 5), (3, 6), (3, 7), (3, 12), (4, 6), (4, 8), (4, 9), (5, 8), (6, 11), (7, 9), (7, 12), (8, 10), (9, 11), (10, 11), (10, 12)]"
1129,"[(0, 3), (0, 6), (0, 8), (0, 10), (0, 11), (1, 2), (1, 4), (1, 8), (1, 12), (2, 7), (2, 9), (3, 5), (3, 11), (4, 5), (5, 6), (5, 7), (6, 12), (7, 9), (9, 11), (10, 11), (10, 12)]"
1130,"[(0, 2), (0, 8), (0, 9), (0, 12), (1, 2), (1, 4), (1, 5), (1, 7), (2, 3), (2, 7), (3, 6), (3, 8), (3, 11), (4, 11), (4, 12), (5, 6), (5, 10), (5, 12), (6, 8), (7, 9), (8, 10), (8, 11), (9, 10), (9, 12), (10, 11), (11, 12)]"
1131,"[(0, 6), (1, 5), (1, 6), (1, 7), (2, 6), (2, 8), (2, 9), (3, 5), (3, 7), (3, 10), (3, 12), (4, 7), (4, 9), (4, 12), (5, 8), (5, 11), (5, 12), (6, 7), (6, 10), (7, 8), (8, 11), (9, 11)]"
1132,"[(0, 3), (0, 6), (0, 9), (1, 5), (1, 7), (1, 8), (1, 12), (2, 8), (2, 10), (2, 12), (3, 7), (3, 11), (3, 12), (4, 6), (4, 9), (4, 12), (5, 9), (5, 11), (6, 7), (6, 8), (6, 9), (7, 10), (7, 11), (7, 12), (9, 10)]"
1133,"[(0, 3), (0, 4), (0, 6), (0, 8), (1, 6), (1, 7), (1, 8), (2, 5), (3, 4), (3, 6), (3, 11), (3, 12), (4, 5), (4, 10), (5, 7), (5, 11), (5, 12), (6, 10), (7, 9), (7, 12), (8, 11), (9, 10), (9, 11)]"
1134,"[(0, 2), (0, 9), (0, 11), (1, 3), (1, 4), (1, 5), (1, 7), (2, 4), (2, 10), (3, 7), (3, 12), (4, 8), (4, 9), (5, 8), (6, 9), (6, 12), (7, 10), (8, 11), (9, 10), (11, 12)]"
1135,"[(0, 6), (0, 10), (1, 4), (1, 6), (1, 12), (2, 5), (3, 9), (3, 10), (4, 10), (4, 11), (5, 7), (6, 7), (7, 8), (7, 9), (7, 11), (8, 11), (8, 12), (10, 12)]"
1136,"[(0, 6), (0, 9), (0, 11), (1, 5), (1, 10), (2, 5), (2, 9), (3, 8), (3, 9), (4, 8), (4, 11), (5, 11), (6, 12), (7, 8), (7, 10), (7, 12), (9, 10), (9, 11), (9, 12)]"
1137,"[(0, 2), (0, 6), (1, 2), (1, 7), (1, 8), (1, 11), (2, 8), (3, 5), (3, 6), (3, 11), (3, 12), (4, 6), (4, 8), (5, 8), (7, 10), (8, 9), (8, 11), (9, 10), (10, 12)]"
1138,"[(0, 3), (1, 2), (1, 3), (1, 4), (1, 6), (1, 8), (2, 6), (2, 9), (2, 10), (3, 8), (3, 9), (4, 7), (4, 12), (5, 6), (5, 7), (5, 10), (6, 7), (7, 8), (9, 10), (9, 11), (11, 12)]"
1139,"[(0, 1), (0, 2), (0, 6), (0, 11), (1, 3), (1, 5), (1, 9), (1, 11), (2, 3), (2, 7), (2, 10), (3, 7), (3, 8), (3, 12), (4, 5), (4, 8), (5, 7), (5, 12), (6, 10), (6, 12), (7, 11), (8, 9), (8, 10), (10, 12)]"
1140,"[(0, 2), (0, 7), (0, 11), (0, 12), (1, 6), (1, 10), (1, 12), (2, 3), (2, 11), (3, 5), (3, 7), (3, 8), (3, 10), (4, 5), (4, 7), (4, 9), (5, 9), (5, 11), (6, 8), (6, 9), (7, 8), (7, 10), (8, 11), (9, 11), (9, 12), (10, 12)]"
1141,"[(0, 7), (0, 9), (0, 10), (1, 3), (1, 5), (1, 7), (1, 11), (2, 4), (2, 5), (2, 10), (3, 4), (3, 8), (3, 9), (4, 6), (4, 9), (4, 11), (4, 12), (5, 10), (6, 7), (6, 11), (6, 12), (7, 9), (7, 12), (10, 12)]"
1142,"[(0, 5), (0, 7), (0, 8), (0, 9), (1, 6), (1, 8), (2, 4), (2, 5), (2, 8), (3, 4), (3, 8), (3, 9), (3, 10), (3, 11), (4, 8), (4, 12), (5, 9), (5, 10), (6, 10), (6, 12), (7, 9), (7, 11), (8, 11), (10, 12), (11, 12)]"
1143,"[(0, 3), (0, 4), (0, 5), (0, 10), (0, 12), (1, 4), (1, 7), (2, 3), (2, 6), (4, 10), (5, 9), (5, 12), (6, 8), (6, 10), (6, 11), (6, 12), (7, 8), (7, 12), (8, 9)]"
1144,"[(0, 2), (0, 9), (0, 11), (1, 2), (1, 4), (1, 5), (1, 12), (2, 6), (2, 8), (2, 11), (3, 7), (3, 8), (3, 10), (3, 11), (4, 10), (4, 12), (5, 7), (6, 7), (6, 9), (7, 11), (9, 10), (9, 12)]"
1145,"[(0, 2), (0, 3), (0, 7), (0, 8), (1, 6), (1, 7), (1, 10), (2, 8), (2, 9), (3, 4), (4, 5), (4, 8), (4, 10), (4, 11), (5, 9), (6, 8), (7, 11), (8, 12), (9, 12)]"
1146,"[(0, 5), (0, 6), (0, 8), (0, 9), (1, 2), (1, 7), (1, 8), (2, 3), (2, 5), (2, 9), (3, 4), (3, 11), (4, 8), (4, 9), (4, 10), (5, 7), (5, 10), (5, 11), (6, 12), (7, 10), (7, 12), (8, 10)]"
1147,"[(0, 5), (0, 6), (0, 7), (0, 10), (1, 2), (1, 9), (2, 5), (3, 8), (3, 9), (3, 10), (4, 9), (4, 10), (4, 11), (5, 12), (6, 7), (6, 9), (7, 8), (7, 11), (7, 12), (8, 12), (9, 10), (11, 12)]"
1148,"[(0, 2), (0, 6), (0, 8), (0, 10), (1, 2), (1, 5), (1, 8), (2, 7), (2, 8), (3, 10), (3, 12), (4, 8), (4, 12), (5, 11), (6, 8), (6, 9), (6, 11), (7, 11), (7, 12), (9, 10), (9, 11)]"
1149,"[(0, 1), (0, 4), (0, 7), (0, 12), (1, 5), (2, 7), (2, 9), (3, 8), (3, 12), (4, 9), (4, 10), (4, 11), (5, 11), (6, 11), (7, 10), (8, 10), (8, 11), (9, 10), (10, 11), (11, 12)]"
1150,"[(0, 2), (0, 5), (1, 5), (1, 6), (2, 8), (2, 11), (3, 4), (3, 5), (3, 7), (3, 9), (4, 6), (4, 12), (5, 10), (6, 7), (8, 9), (11, 12)]"
1151,"[(0, 1), (0, 12), (1, 5), (1, 10), (2, 3), (2, 9), (3, 4), (3, 7), (3, 12), (4, 7), (4, 9), (5, 11), (6, 11), (7, 10), (7, 11), (8, 9), (8, 11)]"
1152,"[(0, 2), (0, 4), (0, 11), (0, 12), (1, 4), (1, 6), (1, 8), (2, 5), (2, 10), (3, 5), (4, 5), (4, 6), (5, 9), (6, 7), (7, 9), (7, 10), (7, 11), (8, 12), (11, 12)]"
1153,"[(0, 1), (0, 8), (0, 10), (1, 3), (1, 5), (1, 6), (2, 4), (2, 9), (2, 11), (3, 4), (3, 8), (4, 6), (4, 7), (4, 9), (4, 12), (5, 7), (5, 11), (6, 9), (6, 10), (7, 10), (8, 9), (8, 12), (10, 12), (11, 12)]"
1154,"[(0, 6), (0, 8), (0, 11), (1, 11), (1, 12), (2, 3), (2, 5), (2, 9), (2, 12), (3, 4), (3, 6), (3, 7), (3, 9), (3, 12), (4, 5), (4, 10), (6, 8), (6, 10), (6, 12), (7, 11), (8, 9), (8, 10)]"
1155,"[(0, 3), (0, 11), (1, 3), (1, 4), (1, 9), (1, 10), (2, 4), (2, 5), (2, 9), (3, 5), (3, 6), (4, 5), (4, 8), (5, 7), (6, 7), (6, 12), (7, 8), (7, 10), (7, 11), (7, 12), (9, 12)]"
1156,"[(0, 2), (0, 4), (1, 2), (1, 7), (1, 12), (2, 3), (2, 8), (3, 8), (3, 10), (4, 6), (4, 9), (4, 10), (5, 7), (5, 9), (5, 11), (6, 7), (6, 10), (6, 11), (7, 9), (8, 11), (9, 12)]"
1157,"[(0, 9), (0, 12), (1, 4), (1, 5), (1, 9), (1, 12), (2, 4), (2, 6), (3, 6), (3, 12), (4, 7), (5, 9), (5, 11), (6, 7), (6, 9), (6, 10), (6, 11), (7, 11), (8, 10)]"
1158,"[(0, 1), (0, 2), (0, 7), (0, 8), (1, 9), (2, 4), (2, 6), (3, 11), (3, 12), (4, 7), (4, 11), (5, 7), (5, 8), (5, 12), (6, 8), (6, 9), (7, 10), (7, 12), (8, 11), (9, 10)]"
1159,"[(0, 6), (0, 7), (1, 4), (1, 7), (1, 10), (2, 10), (2, 11), (3, 4), (3, 5), (3, 8), (3, 10), (4, 5), (4, 6), (4, 9), (4, 12), (5, 7), (8, 9), (8, 11)]"
1160,"[(0, 2), (0, 8), (0, 10), (0, 12), (1, 4), (1, 7), (1, 8), (2, 5), (2, 12), (3, 4), (3, 5), (3, 6), (3, 8), (3, 12), (4, 6), (4, 11), (5, 7), (6, 8), (6, 9), (7, 9), (7, 10), (8, 9), (9, 11), (9, 12), (10, 11)]"
1161,"[(0, 2), (0, 3), (0, 7), (0, 8), (1, 5), (1, 7), (1, 10), (2, 4), (2, 5), (2, 6), (3, 7), (3, 9), (4, 7), (4, 11), (4, 12), (5, 11), (6, 8), (6, 12), (7, 10), (8, 9), (8, 10), (8, 11), (9, 11)]"
1162,"[(0, 1), (0, 4), (0, 8), (1, 2), (1, 3), (1, 4), (1, 7), (1, 12), (2, 5), (2, 9), (3, 8), (3, 11), (3, 12), (4, 5), (4, 6), (5, 10), (5, 12), (6, 10), (6, 11), (7, 9), (8, 11), (9, 10), (10, 11)]"
1163,"[(0, 3), (0, 7), (1, 5), (1, 8), (1, 10), (1, 12), (2, 3), (2, 4), (2, 5), (2, 8), (2, 10), (3, 10), (3, 12), (4, 6), (4, 11), (5, 7), (5, 10), (6, 7), (6, 8), (6, 12), (8, 9), (8, 11), (9, 10), (9, 11), (10, 12)]"
1164,"[(0, 4), (0, 5), (0, 8), (0, 10), (0, 11), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (2, 9), (2, 11), (3, 10), (4, 8), (4, 12), (5, 6), (6, 7), (6, 8), (6, 9), (7, 10), (7, 12), (8, 9), (8, 11), (9, 10), (11, 12)]"
1165,"[(0, 1), (0, 4), (0, 7), (0, 12), (1, 9), (2, 3), (2, 5), (2, 11), (2, 12), (3, 6), (4, 8), (4, 12), (5, 9), (5, 10), (7, 8), (7, 10), (7, 11), (8, 10)]"
1166,"[(0, 2), (0, 5), (0, 10), (1, 3), (1, 8), (2, 4), (2, 5), (2, 9), (3, 11), (4, 6), (4, 7), (4, 12), (5, 9), (5, 12), (6, 11), (7, 8), (7, 10), (7, 12), (8, 9)]"
1167,"[(0, 2), (0, 3), (0, 9), (0, 11), (1, 3), (1, 8), (1, 10), (1, 12), (2, 3), (2, 4), (2, 7), (3, 8), (4, 5), (4, 10), (5, 8), (6, 9), (6, 12), (7, 9), (8, 11), (8, 12), (9, 10)]"
1168,"[(0, 6), (0, 8), (0, 10), (1, 3), (1, 6), (1, 7), (2, 3), (2, 10), (3, 8), (3, 12), (4, 6), (4, 9), (5, 9), (5, 11), (7, 9), (7, 10), (10, 11), (11, 12)]"
1169,"[(0, 2), (0, 3), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (1, 9), (2, 7), (2, 8), (3, 4), (3, 9), (3, 12), (4, 6), (4, 11), (5, 6), (5, 8), (5, 11), (6, 9), (7, 10), (7, 11), (8, 9), (8, 12), (10, 11), (10, 12)]"
1170,"[(0, 2), (0, 6), (0, 7), (0, 8), (0, 11), (0, 12), (1, 3), (1, 4), (1, 5), (1, 9), (1, 11), (2, 4), (2, 8), (3, 6), (3, 8), (3, 10), (4, 11), (5, 7), (5, 9), (5, 10), (7, 8), (7, 11), (8, 12), (9, 12)]"
1171,"[(0, 1), (0, 4), (0, 5), (0, 9), (1, 2), (1, 3), (1, 9), (2, 3), (2, 11), (3, 4), (3, 7), (3, 12), (4, 5), (4, 7), (5, 10), (6, 7), (6, 8), (6, 10), (8, 12), (9, 11), (9, 12)]"
1172,"[(0, 6), (0, 8), (0, 11), (1, 4), (1, 6), (2, 3), (2, 4), (2, 5), (2, 7), (2, 11), (3, 5), (3, 10), (4, 7), (5, 7), (5, 9), (5, 11), (6, 8), (6, 10), (6, 12), (7, 12), (8, 9), (8, 10), (9, 12)]"
1173,"[(0, 4), (0, 8), (0, 10), (1, 3), (1, 4), (1, 7), (1, 8), (1, 9), (2, 5), (2, 6), (2, 9), (3, 7), (3, 11), (3, 12), (4, 5), (4, 7), (4, 11), (5, 7), (6, 12), (9, 10), (9, 11), (9, 12), (10, 11), (11, 12)]"
1174,"[(0, 2), (0, 3), (0, 11), (0, 12), (1, 3), (1, 4), (1, 9), (1, 10), (2, 3), (2, 7), (3, 8), (3, 9), (4, 6), (5, 7), (5, 8), (5, 10), (6, 8), (8, 9), (8, 11), (9, 12), (10, 11), (11, 12)]"
1175,"[(0, 2), (0, 3), (1, 2), (1, 8), (1, 11), (2, 7), (2, 9), (3, 10), (3, 11), (3, 12), (4, 8), (4, 10), (5, 6), (5, 9), (5, 12), (6, 10), (6, 11), (7, 9), (7, 10), (8, 11), (8, 12), (9, 12), (11, 12)]"
1176,"[(0, 2), (0, 9), (0, 10), (1, 2), (1, 12), (2, 6), (2, 7), (2, 8), (3, 4), (3, 7), (3, 9), (3, 12), (4, 5), (4, 6), (4, 7), (4, 11), (5, 12), (6, 10), (8, 11), (8, 12), (10, 12)]"
1177,"[(0, 1), (0, 2), (0, 3), (1, 3), (1, 9), (1, 10), (1, 12), (2, 4), (2, 7), (2, 11), (2, 12), (3, 8), (4, 5), (4, 8), (5, 10), (5, 11), (6, 7), (6, 9), (6, 11), (7, 12), (8, 9), (9, 11)]"
1178,"[(0, 1), (0, 2), (0, 4), (1, 4), (1, 9), (2, 3), (2, 10), (2, 11), (3, 6), (3, 7), (3, 8), (4, 5), (4, 7), (4, 10), (5, 8), (5, 10), (5, 12), (6, 9), (6, 10), (6, 12), (8, 9), (9, 10), (11, 12)]"
1179,"[(0, 5), (0, 9), (0, 11), (1, 4), (1, 6), (1, 12), (2, 7), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 7), (3, 11), (5, 7), (5, 12), (6, 9), (6, 10), (6, 12), (7, 12), (8, 10), (10, 11)]"
1180,"[(0, 2), (0, 6), (0, 9), (0, 12), (1, 4), (1, 6), (1, 8), (2, 3), (2, 4), (2, 8), (2, 12), (3, 4), (3, 9), (4, 5), (4, 10), (5, 7), (5, 10), (6, 9), (7, 12), (9, 11), (10, 11), (11, 12)]"
1181,"[(0, 4), (0, 11), (1, 2), (1, 4), (1, 6), (1, 9), (1, 10), (2, 5), (2, 8), (2, 9), (3, 4), (3, 5), (3, 7), (3, 10), (4, 7), (6, 10), (6, 12), (7, 9), (7, 12), (8, 11), (9, 12), (10, 11), (11, 12)]"
1182,"[(0, 8), (0, 11), (1, 8), (1, 9), (2, 3), (2, 4), (2, 7), (2, 9), (3, 6), (3, 9), (4, 6), (4, 12), (5, 6), (5, 8), (6, 10), (7, 10), (7, 11), (8, 12), (9, 11), (10, 11)]"
1183,"[(0, 3), (0, 6), (0, 9), (1, 4), (1, 9), (1, 10), (1, 11), (2, 7), (2, 11), (3, 4), (3, 8), (4, 10), (4, 12), (5, 8), (5, 11), (6, 7), (6, 10), (7, 8), (7, 12), (10, 11)]"
1184,"[(0, 1), (0, 8), (1, 5), (2, 4), (3, 7), (3, 9), (3, 10), (4, 6), (4, 10), (5, 10), (6, 11), (6, 12), (7, 8), (7, 9), (7, 12), (9, 11), (10, 12)]"
1185,"[(0, 2), (0, 4), (0, 6), (1, 3), (1, 4), (1, 6), (1, 8), (1, 11), (2, 8), (2, 11), (3, 6), (3, 9), (4, 9), (4, 12), (5, 8), (5, 12), (6, 7), (8, 10), (9, 10), (10, 11), (10, 12), (11, 12)]"
1186,"[(0, 1), (0, 9), (0, 11), (1, 4), (1, 10), (2, 5), (2, 7), (2, 10), (3, 6), (3, 8), (3, 10), (4, 8), (4, 11), (5, 7), (5, 11), (6, 9), (7, 8), (7, 12), (9, 12), (10, 12), (11, 12)]"
1187,"[(0, 9), (0, 10), (1, 4), (1, 5), (1, 6), (1, 9), (2, 3), (2, 5), (2, 7), (2, 8), (3, 6), (3, 7), (5, 12), (6, 9), (6, 12), (7, 11), (7, 12), (8, 10), (9, 11), (10, 11), (11, 12)]"
1188,"[(0, 4), (0, 11), (1, 2), (1, 6), (1, 7), (1, 11), (2, 3), (2, 4), (2, 5), (3, 5), (3, 8), (3, 10), (4, 7), (4, 8), (5, 6), (5, 9), (6, 10), (7, 9), (7, 10), (7, 11), (8, 12), (9, 10), (9, 11), (9, 12), (10, 12)]"
